1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 So that would be a short strawberry lemonade and a chicken and pesto panini . Did I get that right ?
1 Your order is a short strawberry lemonade and a chicken and pesto panini . Is that right ?
1 Your order is a short strawberry lemonade and a chicken and pesto panini . Did I get that right ?
1 So that would be a tall iced coffee mocha and a milk chocolate bar . Is that right ?
1 So that would be a tall iced coffee mocha and a milk chocolate bar . Did I get that right ?
1 Your order is a tall iced coffee mocha and a milk chocolate bar . Is that right ?
1 Your order is a tall iced coffee mocha and a milk chocolate bar . Did I get that right ?
1 So that would be a short iced cinnamon dolce latte and a granola bar . Is that right ?
1 So that would be a short iced cinnamon dolce latte and a granola bar . Did I get that right ?
1 Your order is a short iced cinnamon dolce latte and a granola bar . Is that right ?
1 Your order is a short iced cinnamon dolce latte and a granola bar . Did I get that right ?
1 So that would be a tall chai tea latte and a white chocolate cheesecake . Is that right ?
1 So that would be a tall chai tea latte and a white chocolate cheesecake . Did I get that right ?
1 Your order is a tall chai tea latte and a white chocolate cheesecake . Is that right ?
1 Your order is a tall chai tea latte and a white chocolate cheesecake . Did I get that right ?
1 So that would be a tall lemonade and a cinnamon swirl . Is that right ?
1 So that would be a tall lemonade and a cinnamon swirl . Did I get that right ?
1 Your order is a tall lemonade and a cinnamon swirl . Is that right ?
1 Your order is a tall lemonade and a cinnamon swirl . Did I get that right ?
1 So that would be a tall salted caramel mocha and a dark chocolate bar . Is that right ?
1 So that would be a tall salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Your order is a tall salted caramel mocha and a dark chocolate bar . Is that right ?
1 Your order is a tall salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 So that would be a short orange juice and a vegan wrap . Is that right ?
1 So that would be a short orange juice and a vegan wrap . Did I get that right ?
1 Your order is a short orange juice and a vegan wrap . Is that right ?
1 Your order is a short orange juice and a vegan wrap . Did I get that right ?
1 So that would be a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 So that would be a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 Your order is a grande iced coffee americano and a lemon cheesecake . Is that right ?
1 Your order is a grande iced coffee americano and a lemon cheesecake . Did I get that right ?
1 So that would be a short iced coffee mocha and a fruit mix . Is that right ?
1 So that would be a short iced coffee mocha and a fruit mix . Did I get that right ?
1 Your order is a short iced coffee mocha and a fruit mix . Is that right ?
1 Your order is a short iced coffee mocha and a fruit mix . Did I get that right ?
1 So that would be a short strawberry lemonade and an egg sandwich . Is that right ?
1 So that would be a short strawberry lemonade and an egg sandwich . Did I get that right ?
1 Your order is a short strawberry lemonade and an egg sandwich . Is that right ?
1 Your order is a short strawberry lemonade and an egg sandwich . Did I get that right ?
1 So that would be a short pumpkin spice latte and an egg sandwich . Is that right ?
1 So that would be a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 Your order is a short pumpkin spice latte and an egg sandwich . Is that right ?
1 Your order is a short pumpkin spice latte and an egg sandwich . Did I get that right ?
1 So that would be a short iced cordusio and a milk chocolate bar . Is that right ?
1 So that would be a short iced cordusio and a milk chocolate bar . Did I get that right ?
1 Your order is a short iced cordusio and a milk chocolate bar . Is that right ?
1 Your order is a short iced cordusio and a milk chocolate bar . Did I get that right ?
1 So that would be a short salted caramel mocha and a PBJ sandwich . Is that right ?
1 So that would be a short salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Your order is a short salted caramel mocha and a PBJ sandwich . Is that right ?
1 Your order is a short salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 So that would be a grande soy latte and a granola bar . Is that right ?
1 So that would be a grande soy latte and a granola bar . Did I get that right ?
1 Your order is a grande soy latte and a granola bar . Is that right ?
1 Your order is a grande soy latte and a granola bar . Did I get that right ?
1 So that would be a grande raspberry lemonade and a strawberry cheesecake . Is that right ?
1 So that would be a grande raspberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Your order is a grande raspberry lemonade and a strawberry cheesecake . Is that right ?
1 Your order is a grande raspberry lemonade and a strawberry cheesecake . Did I get that right ?
1 So that would be a grande orange juice and a dark chocolate bar . Is that right ?
1 So that would be a grande orange juice and a dark chocolate bar . Did I get that right ?
1 Your order is a grande orange juice and a dark chocolate bar . Is that right ?
1 Your order is a grande orange juice and a dark chocolate bar . Did I get that right ?
1 So that would be a tall iced salted caramel mocha and a salted caramel brownie . Is that right ?
1 So that would be a tall iced salted caramel mocha and a salted caramel brownie . Did I get that right ?
1 Your order is a tall iced salted caramel mocha and a salted caramel brownie . Is that right ?
1 Your order is a tall iced salted caramel mocha and a salted caramel brownie . Did I get that right ?
1 So that would be a grande orange juice and a PBJ sandwich . Is that right ?
1 So that would be a grande orange juice and a PBJ sandwich . Did I get that right ?
1 Your order is a grande orange juice and a PBJ sandwich . Is that right ?
1 Your order is a grande orange juice and a PBJ sandwich . Did I get that right ?
1 So that would be a short iced cinnamon dolce latte and a cinnamon swirl . Is that right ?
1 So that would be a short iced cinnamon dolce latte and a cinnamon swirl . Did I get that right ?
1 Your order is a short iced cinnamon dolce latte and a cinnamon swirl . Is that right ?
1 Your order is a short iced cinnamon dolce latte and a cinnamon swirl . Did I get that right ?
1 So that would be a tall peach iced tea and a raspberry cheesecake . Is that right ?
1 So that would be a tall peach iced tea and a raspberry cheesecake . Did I get that right ?
1 Your order is a tall peach iced tea and a raspberry cheesecake . Is that right ?
1 Your order is a tall peach iced tea and a raspberry cheesecake . Did I get that right ?
1 So that would be a tall iced cordusio and a whole-grain feta sandwich . Is that right ?
1 So that would be a tall iced cordusio and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a tall iced cordusio and a whole-grain feta sandwich . Is that right ?
1 Your order is a tall iced cordusio and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a grande strawberry lemonade and a vegetable sandwich . Is that right ?
1 So that would be a grande strawberry lemonade and a vegetable sandwich . Did I get that right ?
1 Your order is a grande strawberry lemonade and a vegetable sandwich . Is that right ?
1 Your order is a grande strawberry lemonade and a vegetable sandwich . Did I get that right ?
1 So that would be a grande lemonade and a whole-grain feta sandwich . Is that right ?
1 So that would be a grande lemonade and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a grande lemonade and a whole-grain feta sandwich . Is that right ?
1 Your order is a grande lemonade and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a short orange juice and a white chocolate cheesecake . Is that right ?
1 So that would be a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 Your order is a short orange juice and a white chocolate cheesecake . Is that right ?
1 Your order is a short orange juice and a white chocolate cheesecake . Did I get that right ?
1 So that would be a tall iced pumpkin spice chai latte and a yogurt parfait . Is that right ?
1 So that would be a tall iced pumpkin spice chai latte and a yogurt parfait . Did I get that right ?
1 Your order is a tall iced pumpkin spice chai latte and a yogurt parfait . Is that right ?
1 Your order is a tall iced pumpkin spice chai latte and a yogurt parfait . Did I get that right ?
1 So that would be a grande lemonade and an egg sandwich . Is that right ?
1 So that would be a grande lemonade and an egg sandwich . Did I get that right ?
1 Your order is a grande lemonade and an egg sandwich . Is that right ?
1 Your order is a grande lemonade and an egg sandwich . Did I get that right ?
1 So that would be a short iced pumpkin spice latte and a strawberry cheesecake . Is that right ?
1 So that would be a short iced pumpkin spice latte and a strawberry cheesecake . Did I get that right ?
1 Your order is a short iced pumpkin spice latte and a strawberry cheesecake . Is that right ?
1 Your order is a short iced pumpkin spice latte and a strawberry cheesecake . Did I get that right ?
1 So that would be a tall cinnamon latte and a raspberry cheesecake . Is that right ?
1 So that would be a tall cinnamon latte and a raspberry cheesecake . Did I get that right ?
1 Your order is a tall cinnamon latte and a raspberry cheesecake . Is that right ?
1 Your order is a tall cinnamon latte and a raspberry cheesecake . Did I get that right ?
1 So that would be a short cinnamon latte and a fruit mix . Is that right ?
1 So that would be a short cinnamon latte and a fruit mix . Did I get that right ?
1 Your order is a short cinnamon latte and a fruit mix . Is that right ?
1 Your order is a short cinnamon latte and a fruit mix . Did I get that right ?
1 So that would be a grande pumpkin spice latte and a salted caramel brownie . Is that right ?
1 So that would be a grande pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Your order is a grande pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Your order is a grande pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 So that would be a tall soy latte and a whole-grain feta sandwich . Is that right ?
1 So that would be a tall soy latte and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a tall soy latte and a whole-grain feta sandwich . Is that right ?
1 Your order is a tall soy latte and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a tall lemonade and a fruit mix . Is that right ?
1 So that would be a tall lemonade and a fruit mix . Did I get that right ?
1 Your order is a tall lemonade and a fruit mix . Is that right ?
1 Your order is a tall lemonade and a fruit mix . Did I get that right ?
1 So that would be a tall iced pumpkin spice chai latte and a raspberry cheesecake . Is that right ?
1 So that would be a tall iced pumpkin spice chai latte and a raspberry cheesecake . Did I get that right ?
1 Your order is a tall iced pumpkin spice chai latte and a raspberry cheesecake . Is that right ?
1 Your order is a tall iced pumpkin spice chai latte and a raspberry cheesecake . Did I get that right ?
1 So that would be a short iced cinnamon dolce latte and a PBJ sandwich . Is that right ?
1 So that would be a short iced cinnamon dolce latte and a PBJ sandwich . Did I get that right ?
1 Your order is a short iced cinnamon dolce latte and a PBJ sandwich . Is that right ?
1 Your order is a short iced cinnamon dolce latte and a PBJ sandwich . Did I get that right ?
1 So that would be a short iced latte macchiato and a cheese toastie . Is that right ?
1 So that would be a short iced latte macchiato and a cheese toastie . Did I get that right ?
1 Your order is a short iced latte macchiato and a cheese toastie . Is that right ?
1 Your order is a short iced latte macchiato and a cheese toastie . Did I get that right ?
1 So that would be a short orange juice and a lemon cheesecake . Is that right ?
1 So that would be a short orange juice and a lemon cheesecake . Did I get that right ?
1 Your order is a short orange juice and a lemon cheesecake . Is that right ?
1 Your order is a short orange juice and a lemon cheesecake . Did I get that right ?
1 So that would be a tall iced latte macchiato and a tomato and mozzarella panini . Is that right ?
1 So that would be a tall iced latte macchiato and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a tall iced latte macchiato and a tomato and mozzarella panini . Is that right ?
1 Your order is a tall iced latte macchiato and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a short lemonade and a raspberry cheesecake . Is that right ?
1 So that would be a short lemonade and a raspberry cheesecake . Did I get that right ?
1 Your order is a short lemonade and a raspberry cheesecake . Is that right ?
1 Your order is a short lemonade and a raspberry cheesecake . Did I get that right ?
1 So that would be a short salted caramel mocha and a raspberry cheesecake . Is that right ?
1 So that would be a short salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 Your order is a short salted caramel mocha and a raspberry cheesecake . Is that right ?
1 Your order is a short salted caramel mocha and a raspberry cheesecake . Did I get that right ?
1 So that would be a tall bottle of water and a tomato and mozzarella panini . Is that right ?
1 So that would be a tall bottle of water and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a tall bottle of water and a tomato and mozzarella panini . Is that right ?
1 Your order is a tall bottle of water and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a grande pumpkin spice latte and a granola bar . Is that right ?
1 So that would be a grande pumpkin spice latte and a granola bar . Did I get that right ?
1 Your order is a grande pumpkin spice latte and a granola bar . Is that right ?
1 Your order is a grande pumpkin spice latte and a granola bar . Did I get that right ?
1 So that would be a tall iced latte macchiato and a strawberry cheesecake . Is that right ?
1 So that would be a tall iced latte macchiato and a strawberry cheesecake . Did I get that right ?
1 Your order is a tall iced latte macchiato and a strawberry cheesecake . Is that right ?
1 Your order is a tall iced latte macchiato and a strawberry cheesecake . Did I get that right ?
1 So that would be a grande iced cinnamon dolce latte and a PBJ sandwich . Is that right ?
1 So that would be a grande iced cinnamon dolce latte and a PBJ sandwich . Did I get that right ?
1 Your order is a grande iced cinnamon dolce latte and a PBJ sandwich . Is that right ?
1 Your order is a grande iced cinnamon dolce latte and a PBJ sandwich . Did I get that right ?
1 So that would be a grande orange juice and a tomato and mozzarella panini . Is that right ?
1 So that would be a grande orange juice and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a grande orange juice and a tomato and mozzarella panini . Is that right ?
1 Your order is a grande orange juice and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a tall iced coffee americano and a yogurt parfait . Is that right ?
1 So that would be a tall iced coffee americano and a yogurt parfait . Did I get that right ?
1 Your order is a tall iced coffee americano and a yogurt parfait . Is that right ?
1 Your order is a tall iced coffee americano and a yogurt parfait . Did I get that right ?
1 So that would be a grande iced coffee americano and a milk chocolate bar . Is that right ?
1 So that would be a grande iced coffee americano and a milk chocolate bar . Did I get that right ?
1 Your order is a grande iced coffee americano and a milk chocolate bar . Is that right ?
1 Your order is a grande iced coffee americano and a milk chocolate bar . Did I get that right ?
1 So that would be a short soy latte and a vegan wrap . Is that right ?
1 So that would be a short soy latte and a vegan wrap . Did I get that right ?
1 Your order is a short soy latte and a vegan wrap . Is that right ?
1 Your order is a short soy latte and a vegan wrap . Did I get that right ?
1 So that would be a tall iced salted caramel mocha and a yogurt parfait . Is that right ?
1 So that would be a tall iced salted caramel mocha and a yogurt parfait . Did I get that right ?
1 Your order is a tall iced salted caramel mocha and a yogurt parfait . Is that right ?
1 Your order is a tall iced salted caramel mocha and a yogurt parfait . Did I get that right ?
1 So that would be a short chai tea latte and a chicken and pesto panini . Is that right ?
1 So that would be a short chai tea latte and a chicken and pesto panini . Did I get that right ?
1 Your order is a short chai tea latte and a chicken and pesto panini . Is that right ?
1 Your order is a short chai tea latte and a chicken and pesto panini . Did I get that right ?
1 So that would be a tall pumpkin spice latte and a lemon cheesecake . Is that right ?
1 So that would be a tall pumpkin spice latte and a lemon cheesecake . Did I get that right ?
1 Your order is a tall pumpkin spice latte and a lemon cheesecake . Is that right ?
1 Your order is a tall pumpkin spice latte and a lemon cheesecake . Did I get that right ?
1 So that would be a short pumpkin spice latte and a cinnamon swirl . Is that right ?
1 So that would be a short pumpkin spice latte and a cinnamon swirl . Did I get that right ?
1 Your order is a short pumpkin spice latte and a cinnamon swirl . Is that right ?
1 Your order is a short pumpkin spice latte and a cinnamon swirl . Did I get that right ?
1 So that would be a short bottle of water and a granola bar . Is that right ?
1 So that would be a short bottle of water and a granola bar . Did I get that right ?
1 Your order is a short bottle of water and a granola bar . Is that right ?
1 Your order is a short bottle of water and a granola bar . Did I get that right ?
1 So that would be a short iced coffee americano and a chocolate brownie . Is that right ?
1 So that would be a short iced coffee americano and a chocolate brownie . Did I get that right ?
1 Your order is a short iced coffee americano and a chocolate brownie . Is that right ?
1 Your order is a short iced coffee americano and a chocolate brownie . Did I get that right ?
1 So that would be a grande iced pumpkin spice latte and a dark chocolate bar . Is that right ?
1 So that would be a grande iced pumpkin spice latte and a dark chocolate bar . Did I get that right ?
1 Your order is a grande iced pumpkin spice latte and a dark chocolate bar . Is that right ?
1 Your order is a grande iced pumpkin spice latte and a dark chocolate bar . Did I get that right ?
1 So that would be a grande lemonade and a white chocolate cheesecake . Is that right ?
1 So that would be a grande lemonade and a white chocolate cheesecake . Did I get that right ?
1 Your order is a grande lemonade and a white chocolate cheesecake . Is that right ?
1 Your order is a grande lemonade and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short bottle of water and a lemon cheesecake . Is that right ?
1 So that would be a short bottle of water and a lemon cheesecake . Did I get that right ?
1 Your order is a short bottle of water and a lemon cheesecake . Is that right ?
1 Your order is a short bottle of water and a lemon cheesecake . Did I get that right ?
1 So that would be a tall iced latte macchiato and a chocolate brownie . Is that right ?
1 So that would be a tall iced latte macchiato and a chocolate brownie . Did I get that right ?
1 Your order is a tall iced latte macchiato and a chocolate brownie . Is that right ?
1 Your order is a tall iced latte macchiato and a chocolate brownie . Did I get that right ?
1 So that would be a tall iced salted caramel mocha and a cinnamon swirl . Is that right ?
1 So that would be a tall iced salted caramel mocha and a cinnamon swirl . Did I get that right ?
1 Your order is a tall iced salted caramel mocha and a cinnamon swirl . Is that right ?
1 Your order is a tall iced salted caramel mocha and a cinnamon swirl . Did I get that right ?
1 So that would be a grande peach iced tea and a white chocolate cheesecake . Is that right ?
1 So that would be a grande peach iced tea and a white chocolate cheesecake . Did I get that right ?
1 Your order is a grande peach iced tea and a white chocolate cheesecake . Is that right ?
1 Your order is a grande peach iced tea and a white chocolate cheesecake . Did I get that right ?
1 So that would be a tall iced coffee mocha and a vegetable sandwich . Is that right ?
1 So that would be a tall iced coffee mocha and a vegetable sandwich . Did I get that right ?
1 Your order is a tall iced coffee mocha and a vegetable sandwich . Is that right ?
1 Your order is a tall iced coffee mocha and a vegetable sandwich . Did I get that right ?
1 So that would be a short iced pumpkin spice chai latte and a raspberry cheesecake . Is that right ?
1 So that would be a short iced pumpkin spice chai latte and a raspberry cheesecake . Did I get that right ?
1 Your order is a short iced pumpkin spice chai latte and a raspberry cheesecake . Is that right ?
1 Your order is a short iced pumpkin spice chai latte and a raspberry cheesecake . Did I get that right ?
1 So that would be a grande cinnamon latte and a white chocolate cheesecake . Is that right ?
1 So that would be a grande cinnamon latte and a white chocolate cheesecake . Did I get that right ?
1 Your order is a grande cinnamon latte and a white chocolate cheesecake . Is that right ?
1 Your order is a grande cinnamon latte and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short iced pumpkin spice chai latte and a tomato and mozzarella panini . Is that right ?
1 So that would be a short iced pumpkin spice chai latte and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a short iced pumpkin spice chai latte and a tomato and mozzarella panini . Is that right ?
1 Your order is a short iced pumpkin spice chai latte and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a grande iced coffee mocha and a fruit mix . Is that right ?
1 So that would be a grande iced coffee mocha and a fruit mix . Did I get that right ?
1 Your order is a grande iced coffee mocha and a fruit mix . Is that right ?
1 Your order is a grande iced coffee mocha and a fruit mix . Did I get that right ?
1 So that would be a tall iced salted caramel mocha and a white chocolate cheesecake . Is that right ?
1 So that would be a tall iced salted caramel mocha and a white chocolate cheesecake . Did I get that right ?
1 Your order is a tall iced salted caramel mocha and a white chocolate cheesecake . Is that right ?
1 Your order is a tall iced salted caramel mocha and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short iced coffee mocha and a vegan wrap . Is that right ?
1 So that would be a short iced coffee mocha and a vegan wrap . Did I get that right ?
1 Your order is a short iced coffee mocha and a vegan wrap . Is that right ?
1 Your order is a short iced coffee mocha and a vegan wrap . Did I get that right ?
1 So that would be a short iced salted caramel mocha and a cheese toastie . Is that right ?
1 So that would be a short iced salted caramel mocha and a cheese toastie . Did I get that right ?
1 Your order is a short iced salted caramel mocha and a cheese toastie . Is that right ?
1 Your order is a short iced salted caramel mocha and a cheese toastie . Did I get that right ?
1 So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short bottle of water and a milk chocolate bar . Is that right ?
1 So that would be a short bottle of water and a milk chocolate bar . Did I get that right ?
1 Your order is a short bottle of water and a milk chocolate bar . Is that right ?
1 Your order is a short bottle of water and a milk chocolate bar . Did I get that right ?
1 So that would be a tall soy latte and a cheese toastie . Is that right ?
1 So that would be a tall soy latte and a cheese toastie . Did I get that right ?
1 Your order is a tall soy latte and a cheese toastie . Is that right ?
1 Your order is a tall soy latte and a cheese toastie . Did I get that right ?
1 So that would be a short lemonade and a vegetable sandwich . Is that right ?
1 So that would be a short lemonade and a vegetable sandwich . Did I get that right ?
1 Your order is a short lemonade and a vegetable sandwich . Is that right ?
1 Your order is a short lemonade and a vegetable sandwich . Did I get that right ?
1 So that would be a short cinnamon latte and a cheese toastie . Is that right ?
1 So that would be a short cinnamon latte and a cheese toastie . Did I get that right ?
1 Your order is a short cinnamon latte and a cheese toastie . Is that right ?
1 Your order is a short cinnamon latte and a cheese toastie . Did I get that right ?
1 So that would be a tall soy latte and a white chocolate cheesecake . Is that right ?
1 So that would be a tall soy latte and a white chocolate cheesecake . Did I get that right ?
1 Your order is a tall soy latte and a white chocolate cheesecake . Is that right ?
1 Your order is a tall soy latte and a white chocolate cheesecake . Did I get that right ?
1 So that would be a tall iced cordusio and a vegetable sandwich . Is that right ?
1 So that would be a tall iced cordusio and a vegetable sandwich . Did I get that right ?
1 Your order is a tall iced cordusio and a vegetable sandwich . Is that right ?
1 Your order is a tall iced cordusio and a vegetable sandwich . Did I get that right ?
1 So that would be a tall chai tea latte and a yogurt parfait . Is that right ?
1 So that would be a tall chai tea latte and a yogurt parfait . Did I get that right ?
1 Your order is a tall chai tea latte and a yogurt parfait . Is that right ?
1 Your order is a tall chai tea latte and a yogurt parfait . Did I get that right ?
1 So that would be a short peach iced tea and a strawberry cheesecake . Is that right ?
1 So that would be a short peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Your order is a short peach iced tea and a strawberry cheesecake . Is that right ?
1 Your order is a short peach iced tea and a strawberry cheesecake . Did I get that right ?
1 So that would be a grande iced coffee mocha and a yogurt parfait . Is that right ?
1 So that would be a grande iced coffee mocha and a yogurt parfait . Did I get that right ?
1 Your order is a grande iced coffee mocha and a yogurt parfait . Is that right ?
1 Your order is a grande iced coffee mocha and a yogurt parfait . Did I get that right ?
1 So that would be a tall peach iced tea and a vegetable sandwich . Is that right ?
1 So that would be a tall peach iced tea and a vegetable sandwich . Did I get that right ?
1 Your order is a tall peach iced tea and a vegetable sandwich . Is that right ?
1 Your order is a tall peach iced tea and a vegetable sandwich . Did I get that right ?
1 So that would be a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 So that would be a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Your order is a grande iced caramel macchiato and a cheese toastie . Is that right ?
1 Your order is a grande iced caramel macchiato and a cheese toastie . Did I get that right ?
1 So that would be a short raspberry lemonade and a vegetable sandwich . Is that right ?
1 So that would be a short raspberry lemonade and a vegetable sandwich . Did I get that right ?
1 Your order is a short raspberry lemonade and a vegetable sandwich . Is that right ?
1 Your order is a short raspberry lemonade and a vegetable sandwich . Did I get that right ?
1 So that would be a short pumpkin spice latte and a strawberry cheesecake . Is that right ?
1 So that would be a short pumpkin spice latte and a strawberry cheesecake . Did I get that right ?
1 Your order is a short pumpkin spice latte and a strawberry cheesecake . Is that right ?
1 Your order is a short pumpkin spice latte and a strawberry cheesecake . Did I get that right ?
1 So that would be a tall cinnamon latte and a cinnamon swirl . Is that right ?
1 So that would be a tall cinnamon latte and a cinnamon swirl . Did I get that right ?
1 Your order is a tall cinnamon latte and a cinnamon swirl . Is that right ?
1 Your order is a tall cinnamon latte and a cinnamon swirl . Did I get that right ?
1 So that would be a short iced cinnamon dolce latte and a tomato and mozzarella panini . Is that right ?
1 So that would be a short iced cinnamon dolce latte and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a short iced cinnamon dolce latte and a tomato and mozzarella panini . Is that right ?
1 Your order is a short iced cinnamon dolce latte and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a tall pumpkin spice latte and a dark chocolate bar . Is that right ?
1 So that would be a tall pumpkin spice latte and a dark chocolate bar . Did I get that right ?
1 Your order is a tall pumpkin spice latte and a dark chocolate bar . Is that right ?
1 Your order is a tall pumpkin spice latte and a dark chocolate bar . Did I get that right ?
1 So that would be a grande orange juice and a white chocolate cheesecake . Is that right ?
1 So that would be a grande orange juice and a white chocolate cheesecake . Did I get that right ?
1 Your order is a grande orange juice and a white chocolate cheesecake . Is that right ?
1 Your order is a grande orange juice and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short iced latte macchiato and a milk chocolate bar . Is that right ?
1 So that would be a short iced latte macchiato and a milk chocolate bar . Did I get that right ?
1 Your order is a short iced latte macchiato and a milk chocolate bar . Is that right ?
1 Your order is a short iced latte macchiato and a milk chocolate bar . Did I get that right ?
1 So that would be a grande iced salted caramel mocha and a milk chocolate bar . Is that right ?
1 So that would be a grande iced salted caramel mocha and a milk chocolate bar . Did I get that right ?
1 Your order is a grande iced salted caramel mocha and a milk chocolate bar . Is that right ?
1 Your order is a grande iced salted caramel mocha and a milk chocolate bar . Did I get that right ?
1 So that would be a grande orange juice and an egg sandwich . Is that right ?
1 So that would be a grande orange juice and an egg sandwich . Did I get that right ?
1 Your order is a grande orange juice and an egg sandwich . Is that right ?
1 Your order is a grande orange juice and an egg sandwich . Did I get that right ?
1 So that would be a tall lemonade and a cheese toastie . Is that right ?
1 So that would be a tall lemonade and a cheese toastie . Did I get that right ?
1 Your order is a tall lemonade and a cheese toastie . Is that right ?
1 Your order is a tall lemonade and a cheese toastie . Did I get that right ?
1 So that would be a tall salted caramel mocha and a chicken and pesto panini . Is that right ?
1 So that would be a tall salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Your order is a tall salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Your order is a tall salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 So that would be a short chai tea latte and a cinnamon swirl . Is that right ?
1 So that would be a short chai tea latte and a cinnamon swirl . Did I get that right ?
1 Your order is a short chai tea latte and a cinnamon swirl . Is that right ?
1 Your order is a short chai tea latte and a cinnamon swirl . Did I get that right ?
1 So that would be a short iced coffee americano and an egg sandwich . Is that right ?
1 So that would be a short iced coffee americano and an egg sandwich . Did I get that right ?
1 Your order is a short iced coffee americano and an egg sandwich . Is that right ?
1 Your order is a short iced coffee americano and an egg sandwich . Did I get that right ?
1 So that would be a tall iced latte macchiato and a yogurt parfait . Is that right ?
1 So that would be a tall iced latte macchiato and a yogurt parfait . Did I get that right ?
1 Your order is a tall iced latte macchiato and a yogurt parfait . Is that right ?
1 Your order is a tall iced latte macchiato and a yogurt parfait . Did I get that right ?
1 So that would be a grande pumpkin spice latte and a cheese toastie . Is that right ?
1 So that would be a grande pumpkin spice latte and a cheese toastie . Did I get that right ?
1 Your order is a grande pumpkin spice latte and a cheese toastie . Is that right ?
1 Your order is a grande pumpkin spice latte and a cheese toastie . Did I get that right ?
1 So that would be a tall iced cordusio and a cheese toastie . Is that right ?
1 So that would be a tall iced cordusio and a cheese toastie . Did I get that right ?
1 Your order is a tall iced cordusio and a cheese toastie . Is that right ?
1 Your order is a tall iced cordusio and a cheese toastie . Did I get that right ?
1 So that would be a grande soy latte and a vegetable sandwich . Is that right ?
1 So that would be a grande soy latte and a vegetable sandwich . Did I get that right ?
1 Your order is a grande soy latte and a vegetable sandwich . Is that right ?
1 Your order is a grande soy latte and a vegetable sandwich . Did I get that right ?
1 So that would be a grande pumpkin spice latte and a vegan wrap . Is that right ?
1 So that would be a grande pumpkin spice latte and a vegan wrap . Did I get that right ?
1 Your order is a grande pumpkin spice latte and a vegan wrap . Is that right ?
1 Your order is a grande pumpkin spice latte and a vegan wrap . Did I get that right ?
1 So that would be a tall bottle of water and a milk chocolate bar . Is that right ?
1 So that would be a tall bottle of water and a milk chocolate bar . Did I get that right ?
